0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.361 0.361 0.361 0.361 0.361 0.361 0.361 0.361 0.361 0.361 0.361
0.76100004 0.76100004 0.76100004 0.76100004 0.76100004 0.76100004 0.76100004 0.76100004 0.76100004 0.76100004 0.76100004
1.161 1.161 1.161 1.161 1.161 1.161 1.161 1.161 1.161 1.161 1.161
1.561 1.561 1.561 1.561 1.561 1.561 1.561 1.561 1.561 1.561 1.561
1.9610001 1.9610001 1.9610001 1.9610001 1.9610001 1.9610001 1.9610001 1.9610001 1.9610001 1.9610001 1.9610001
2.361 2.361 2.361 2.361 2.361 2.361 2.361 2.361 2.361 2.361 2.361
2.761 2.761 2.761 2.761 2.761 2.761 2.761 2.761 2.761 2.761 2.761
3.161 3.161 3.161 3.161 3.161 3.161 3.161 3.161 3.161 3.161 3.161
3.561 3.561 3.561 3.561 3.561 3.561 3.561 3.561 3.561 3.561 3.561
3.961 3.961 3.961 3.961 3.961 3.961 3.961 3.961 3.961 3.961 3.961
4.731 4.731 4.731 4.731 4.731 4.731 4.731 4.731 4.731 4.731 4.731
5.501 5.501 5.501 5.501 5.501 5.501 5.501 5.501 5.501 5.501 5.501
6.2710004 6.2710004 6.2710004 6.2710004 6.2710004 6.2710004 6.2710004 6.2710004 6.2710004 6.2710004 6.2710004
7.041 7.041 7.041 7.041 7.041 7.041 7.041 7.041 7.041 7.041 7.041
7.8110003 7.8110003 7.8110003 7.8110003 7.8110003 7.8110003 7.8110003 7.8110003 7.8110003 7.8110003 7.8110003
8.580999 8.580999 8.580999 8.580999 8.580999 8.580999 8.580999 8.580999 8.580999 8.580999 8.580999
9.351 9.351 9.351 9.351 9.351 9.351 9.351 9.351 9.351 9.351 9.351
10.121 10.121 10.121 10.121 10.121 10.121 10.121 10.121 10.121 10.121 10.121
10.891 10.891 10.891 10.891 10.891 10.891 10.891 10.891 10.891 10.891 10.891
